id,name,now_cost,position,team,ict_index_rank_type,creativity_rank,penalties_order,clean_sheets,transfers_out,minutes,value_form,expected_goal_involvements_per_90,corners_and_indirect_freekicks_order,transfers_in_event,assists,expected_assists_per_90,form,selected_by_percent,direct_freekicks_order,goals_scored,starts,event_points,points_per_game_rank,starts_per_90,expected_goals,news_added,ep_this,value_season,points_per_game,red_cards,transfers_in,transfers_out_event,goals_conceded_per_90,clean_sheets_per_90,in_dreamteam,selected_rank_type,chance_of_playing_this_round,news,saves_per_90,expected_goals_per_90,form_rank,form_rank_type,ep_next,now_cost_rank,points_per_game_rank_type,dreamteam_count,expected_goal_involvements,selected_rank,web_name,chance_of_playing_next_round,threat_rank_type,goals_conceded,saves,now_cost_rank_type,threat_rank,influence_rank,bps,status,expected_assists,expected_goals_conceded,total_points,ict_index_rank,influence_rank_type,creativity_rank_type,expected_goals_conceded_per_90
380,Álvaro Fernández Carreras,40,DEF,Man Utd,61,104,,0,94,0,0.0,0.0,,121,0,0.0,0.0,0.3,,0,0,0,133,0.0,0.00,,1.5,0.0,0.0,0,121,94,0.0,0.0,False,99,,,0.0,0.0,133,70,1.5,640,70,0,0.00,272,Fernandez,,61,0,0,212,104,104,0,a,0.00,0.00,0,104,61,61,0.0
381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,100,373,,0,178,0,0.0,0.0,,50,0,0.0,0.0,0.2,,0,0,0,393,0.0,0.00,,2.1,0.0,0.0,0,50,178,0.0,0.0,False,116,,,0.0,0.0,393,111,2.1,181,111,0,0.00,373,Fred,,100,0,0,116,373,373,0,a,0.00,0.00,0,373,100,100,0.0
382,Alejandro Garnacho,50,MID,Man Utd,172,485,,0,524,0,0.0,0.0,,626,0,0.0,0.0,2.8,,0,0,0,494,0.0,0.00,,2.1,0.0,0.0,0,626,524,0.0,0.0,False,39,,,0.0,0.0,494,177,2.1,293,177,0,0.00,106,Garnacho,,172,0,0,188,485,485,0,a,0.00,0.00,0,485,172,172,0.0
383,Hannibal Mejbri,45,MID,Man Utd,45,292,,0,41,0,0.0,0.0,,27,0,0.0,0.0,0.1,,0,0,0,316,0.0,0.00,,1.5,0.0,0.0,0,27,41,0.0,0.0,False,179,,,0.0,0.0,316,58,1.5,488,58,0,0.00,502,Hannibal,,45,0,0,242,292,292,0,a,0.00,0.00,0,292,45,45,0.0
384,Tom Heaton,40,GKP,Man Utd,4,4,,0,155,0,0.0,0.0,,6,0,0.0,0.0,0.2,,0,0,0,35,0.0,0.00,2023-08-11T13:00:07.024643Z,0.0,0.0,0.0,0,6,155,0.0,0.0,False,56,0.0,Calf injury - Unknown return date,0.0,0.0,35,6,0.0,540,6,0,0.00,369,Heaton,0.0,4,0,0,33,4,4,0,i,0.00,0.00,0,4,4,4,0.0
385,Dean Henderson,45,GKP,Man Utd,57,181,,0,695,0,0.0,0.0,,8,0,0.0,0.0,0.4,,0,0,0,210,0.0,0.00,2023-08-11T13:00:07.069019Z,0.0,0.0,0.0,0,8,695,0.0,0.0,False,38,0.0,Thigh injury - Unknown return date,0.0,0.0,210,59,0.0,377,59,0,0.00,242,Henderson,0.0,57,0,0,24,181,181,0,i,0.00,0.00,0,181,57,57,0.0
386,Victor Lindelöf,45,DEF,Man Utd,116,189,,0,46,0,0.0,0.0,,34,0,0.0,0.0,0.2,,0,0,0,218,0.0,0.00,,2.5,0.0,0.0,0,34,46,0.0,0.0,False,137,,,0.0,0.0,218,125,2.5,385,125,0,0.00,358,Lindelof,,116,0,0,87,189,189,0,a,0.00,0.00,0,189,116,116,0.0
387,Harry Maguire,45,DEF,Man Utd,85,142,,0,117,0,0.0,0.0,,102,0,0.0,0.0,0.6,,0,0,0,171,0.0,0.00,,2.5,0.0,0.0,0,102,117,0.0,0.0,False,75,,,0.0,0.0,171,94,2.5,338,94,0,0.00,213,Maguire,,85,0,0,56,142,142,0,a,0.00,0.00,0,142,85,85,0.0
388,Kobbie Mainoo,45,MID,Man Utd,69,329,,0,53,0,0.0,0.0,,4,0,0.0,0.0,0.0,,0,0,0,352,0.0,0.00,2023-08-06T23:30:05.871870Z,0.0,0.0,0.0,0,4,53,0.0,0.0,False,211,0.0,Ankle injury - Unknown return date,0.0,0.0,352,82,0.0,525,82,0,0.00,552,Mainoo,0.0,69,0,0,266,329,329,0,i,0.00,0.00,0,329,69,69,0.0
389,Tyrell Malacia,45,DEF,Man Utd,145,230,,0,163,0,0.0,0.0,,3,0,0.0,0.0,0.1,,0,0,0,257,0.0,0.00,2023-08-06T23:30:05.886466Z,0.0,0.0,0.0,0,3,163,0.0,0.0,False,181,0.0,Knock - Unknown return date,0.0,0.0,257,152,0.0,426,152,0,0.00,476,Malacia,0.0,145,0,0,116,230,230,0,i,0.00,0.00,0,230,145,145,0.0
390,Anthony Martial,65,FWD,Man Utd,65,594,2.0,0,379,0,0.0,0.0,,50,0,0.0,0.0,0.2,,0,0,0,598,0.0,0.00,2023-08-06T23:30:05.902302Z,0.7,0.0,0.0,0,50,379,0.0,0.0,False,55,25.0,Hamstring injury - 25% chance of playing,0.0,0.0,598,67,0.7,45,67,0,0.00,315,Martial,25.0,65,0,0,16,594,594,0,d,0.00,0.00,0,594,65,65,0.0
391,Lisandro Martínez,50,DEF,Man Utd,199,442,,0,1010,0,0.0,0.0,,1549,0,0.0,0.0,7.2,,0,0,0,455,0.0,0.00,,2.8,0.0,0.0,0,1549,1010,0.0,0.0,False,18,,,0.0,0.0,455,200,2.8,250,200,0,0.00,50,Martinez,,199,0,0,30,442,442,0,a,0.00,0.00,0,442,199,199,0.0
392,Scott McTominay,50,MID,Man Utd,134,420,,0,23,0,0.0,0.0,,16,0,0.0,0.0,0.1,,0,0,0,435,0.0,0.00,,2.1,0.0,0.0,0,16,23,0.0,0.0,False,160,,,0.0,0.0,435,142,2.1,228,142,0,0.00,458,McTominay,,134,0,0,150,420,420,0,a,0.00,0.00,0,420,134,134,0.0
393,Teden Mengi,40,DEF,Man Utd,36,73,,0,34,0,0.0,0.0,,11,0,0.0,0.0,0.1,,0,0,0,103,0.0,0.00,,1.5,0.0,0.0,0,11,34,0.0,0.0,False,173,,,0.0,0.0,103,46,1.5,609,46,0,0.00,456,Mengi,,36,0,0,187,73,73,0,a,0.00,0.00,0,73,36,36,0.0
394,Facundo Pellistri Rebollo,45,MID,Man Utd,58,312,,0,57,0,0.0,0.0,,55,0,0.0,0.0,0.1,,0,0,0,335,0.0,0.00,,1.5,0.0,0.0,0,55,57,0.0,0.0,False,126,,,0.0,0.0,335,71,1.5,508,71,0,0.00,395,Pellistri,,58,0,0,255,312,312,0,a,0.00,0.00,0,312,58,58,0.0
395,Raphaël Varane,50,DEF,Man Utd,187,369,,0,389,0,0.0,0.0,,538,0,0.0,0.0,1.9,,0,0,0,390,0.0,0.00,,2.8,0.0,0.0,0,538,389,0.0,0.0,False,45,,,0.0,0.0,390,191,2.8,177,191,0,0.00,129,R.Varane,,187,0,0,18,369,369,0,a,0.00,0.00,0,369,187,187,0.0
396,Marcus Rashford,90,MID,Man Utd,272,640,3.0,0,1618,0,0.0,0.0,,8302,0,0.0,0.0,50.8,2.0,0,0,0,641,0.0,0.00,,3.5,0.0,0.0,0,8302,1618,0.0,0.0,False,2,,,0.0,0.0,641,272,3.5,6,272,0,0.00,4,Rashford,,272,0,0,4,640,640,0,a,0.00,0.00,0,640,272,272,0.0
397,Jadon Sancho,70,MID,Man Utd,255,611,,0,290,0,0.0,0.0,,98,0,0.0,0.0,1.1,,0,0,0,613,0.0,0.00,,3.0,0.0,0.0,0,98,290,0.0,0.0,False,56,,,0.0,0.0,613,256,3.0,33,256,0,0.00,166,Sancho,,255,0,0,20,611,611,0,a,0.00,0.00,0,611,255,255,0.0
398,Luke Shaw,55,DEF,Man Utd,206,506,,0,1590,0,0.0,0.0,3.0,4023,0,0.0,0.0,27.1,4.0,0,0,0,514,0.0,0.00,,3.1,0.0,0.0,0,4023,1590,0.0,0.0,False,5,,,0.0,0.0,514,206,3.1,90,206,0,0.00,12,Shaw,,206,0,0,7,506,506,0,a,0.00,0.00,0,506,206,206,0.0
399,Shola Shoretire,45,FWD,Man Utd,16,294,,0,85,0,0.0,0.0,,91,0,0.0,0.0,0.2,,0,0,0,318,0.0,0.00,,1.5,0.0,0.0,0,91,85,0.0,0.0,False,58,,,0.0,0.0,318,20,1.5,490,20,0,0.00,370,Shoretire,,16,0,0,77,294,294,0,a,0.00,0.00,0,294,16,16,0.0
400,Donny van de Beek,50,MID,Man Utd,129,413,,0,24,0,0.0,0.0,,16,0,0.0,0.0,0.1,,0,0,0,428,0.0,0.00,,2.1,0.0,0.0,0,16,24,0.0,0.0,False,180,,,0.0,0.0,428,137,2.1,221,137,0,0.00,503,Van de Beek,,129,0,0,145,413,413,0,a,0.00,0.00,0,413,129,129,0.0
401,Aaron Wan-Bissaka,45,DEF,Man Utd,136,214,,0,287,0,0.0,0.0,,193,0,0.0,0.0,1.5,,0,0,0,242,0.0,0.00,,2.5,0.0,0.0,0,193,287,0.0,0.0,False,47,,,0.0,0.0,242,144,2.5,410,144,0,0.00,137,Wan-Bissaka,,136,0,0,107,214,214,0,a,0.00,0.00,0,214,136,136,0.0
597,André Onana,50,GKP,Man Utd,69,423,,0,1543,0,0.0,0.0,,2481,0,0.0,0.0,28.0,,0,0,0,438,0.0,0.00,,3.7,0.0,0.0,0,2481,1543,0.0,0.0,False,1,,,0.0,0.0,438,70,3.7,231,70,0,0.00,9,Onana,,69,0,0,10,423,423,0,a,0.00,0.00,0,423,69,69,0.0
617,Rasmus Højlund,70,FWD,Man Utd,70,616,,0,1327,0,0.0,0.0,,614,0,0.0,0.0,1.1,,0,0,0,618,0.0,0.00,2023-08-07T15:00:07.622233Z,0.0,0.0,0.0,0,614,1327,0.0,0.0,False,33,0.0,Back injury - Unknown return date,0.0,0.0,618,71,0.0,38,71,0,0.00,160,Højlund,0.0,70,0,0,13,616,616,0,i,0.00,0.00,0,616,70,70,0.0
632,Omari Forson,45,MID,Man Utd,57,309,,0,5,0,0.0,0.0,,6,0,0.0,0.0,0.0,,0,0,0,332,0.0,0.00,,1.5,0.0,0.0,0,6,5,0.0,0.0,False,262,,,0.0,0.0,332,70,1.5,505,70,0,0.00,627,Forson,,57,0,0,254,309,309,0,a,0.00,0.00,0,309,57,57,0.0
402,Miguel Almirón Rejala,65,MID,Newcastle,244,597,,0,1266,0,0.0,0.0,3.0,810,0,0.0,0.0,8.3,,0,0,0,600,0.0,0.00,,2.8,0.0,0.0,0,810,1266,0.0,0.0,False,14,,,0.0,0.0,600,245,1.8,48,245,0,0.00,45,Almirón,,244,0,0,28,597,597,0,a,0.00,0.00,0,597,244,244,0.0
403,Elliot Anderson,45,MID,Newcastle,18,217,,0,894,0,0.0,0.0,,961,0,0.0,0.0,6.4,,0,0,0,245,0.0,0.00,,1.5,0.0,0.0,0,961,894,0.0,0.0,False,16,,,0.0,0.0,245,32,0.5,413,32,0,0.00,59,Anderson,,18,0,0,215,217,217,0,a,0.00,0.00,0,217,18,18,0.0
404,Harrison Ashby,40,DEF,Newcastle,43,81,,0,83,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,111,0.0,0.00,2023-08-07T07:49:05.653450Z,0.0,0.0,0.0,0,0,83,0.0,0.0,False,194,0.0,Season long loan to Swansea,0.0,0.0,111,53,0.0,617,53,0,0.00,531,Ashby,0.0,43,0,0,194,81,81,0,u,0.00,0.00,0,81,43,43,0.0
405,Sven Botman,45,DEF,Newcastle,140,223,,0,1504,0,0.0,0.0,,2126,0,0.0,0.0,19.5,,0,0,0,250,0.0,0.00,,2.5,0.0,0.0,0,2126,1504,0.0,0.0,False,6,,,0.0,0.0,250,147,1.5,419,147,0,0.00,17,Botman,,140,0,0,111,223,223,0,a,0.00,0.00,0,223,140,140,0.0
406,Bruno Guimarães Rodriguez Moura,60,MID,Newcastle,234,580,,0,1096,0,0.0,0.0,,1001,0,0.0,0.0,3.5,,0,0,0,584,0.0,0.00,,2.7,0.0,0.0,0,1001,1096,0.0,0.0,False,33,,,0.0,0.0,584,236,1.7,72,236,0,0.00,93,Bruno G.,,234,0,0,43,580,580,0,a,0.00,0.00,0,580,234,234,0.0
407,Dan Burn,45,DEF,Newcastle,77,129,,0,381,0,0.0,0.0,,292,0,0.0,0.0,3.5,,0,0,0,158,0.0,0.00,,2.5,0.0,0.0,0,292,381,0.0,0.0,False,30,,,0.0,0.0,158,86,1.5,325,86,0,0.00,91,Burn,,77,0,0,48,129,129,0,a,0.00,0.00,0,129,77,77,0.0
408,Karl Darlow,40,GKP,Newcastle,7,10,,0,22,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,41,0.0,0.00,2023-07-31T07:01:03.752775Z,0.0,0.0,0.0,0,0,22,0.0,0.0,False,69,0.0,Permanent move to Leeds Utd,0.0,0.0,41,9,0.0,546,9,0,0.00,590,Darlow,0.0,7,0,0,36,10,10,0,u,0.00,0.00,0,10,7,7,0.0
409,Martin Dubravka,40,GKP,Newcastle,9,12,,0,98,0,0.0,0.0,,219,0,0.0,0.0,1.3,,0,0,0,43,0.0,0.00,,1.5,0.0,0.0,0,219,98,0.0,0.0,False,18,,,0.0,0.0,43,11,0.5,548,11,0,0.00,144,Dubravka,,9,0,0,38,12,12,0,a,0.00,0.00,0,12,9,9,0.0
410,Ryan Fraser,50,MID,Newcastle,97,368,,0,18,0,0.0,0.0,,13,0,0.0,0.0,0.1,,0,0,0,389,0.0,0.00,,2.1,0.0,0.0,0,13,18,0.0,0.0,False,181,,,0.0,0.0,389,109,1.1,176,109,0,0.00,505,Fraser,,97,0,0,113,368,368,0,a,0.00,0.00,0,368,97,97,0.0
411,Mark Gillespie,40,GKP,Newcastle,11,14,,0,9,0,0.0,0.0,,20,0,0.0,0.0,0.1,,0,0,0,45,0.0,0.00,,1.5,0.0,0.0,0,20,9,0.0,0.0,False,62,,,0.0,0.0,45,13,0.5,550,13,0,0.00,461,Gillespie,,11,0,0,40,14,14,0,a,0.00,0.00,0,14,11,11,0.0
412,Anthony Gordon,55,MID,Newcastle,215,546,,0,152,0,0.0,0.0,,87,0,0.0,0.0,0.4,,0,0,0,551,0.0,0.00,,2.6,0.0,0.0,0,87,152,0.0,0.0,False,76,,,0.0,0.0,551,217,1.6,130,217,0,0.00,244,Gordon,,215,0,0,83,546,546,0,a,0.00,0.00,0,546,215,215,0.0
413,Isaac Hayden,45,MID,Newcastle,8,165,,0,14,0,0.0,0.0,,17,0,0.0,0.0,0.1,,0,0,0,194,0.0,0.00,,1.5,0.0,0.0,0,17,14,0.0,0.0,False,177,,,0.0,0.0,194,22,0.5,361,22,0,0.00,498,Hayden,,8,0,0,205,165,165,0,a,0.00,0.00,0,165,8,8,0.0
414,Jeff Hendrick,45,MID,Newcastle,3,135,,0,25,0,0.0,0.0,,32,0,0.0,0.0,0.1,,0,0,0,164,0.0,0.00,,1.5,0.0,0.0,0,32,25,0.0,0.0,False,172,,,0.0,0.0,164,17,0.5,331,17,0,0.00,490,Hendrick,,3,0,0,200,135,135,0,a,0.00,0.00,0,135,3,3,0.0
415,Alexander Isak,75,FWD,Newcastle,74,624,2.0,0,2985,0,0.0,0.0,,5716,0,0.0,0.0,16.9,,0,0,0,625,0.0,0.00,,2.9,0.0,0.0,0,5716,2985,0.0,0.0,False,4,,,0.0,0.0,625,75,1.9,23,75,0,0.00,23,Isak,,74,0,0,9,624,624,0,a,0.00,0.00,0,624,74,74,0.0
416,Joelinton Cássio Apolinário de Lira,60,MID,Newcastle,232,577,3.0,0,335,0,0.0,0.0,,249,0,0.0,0.0,1.2,,0,0,0,581,0.0,0.00,,2.7,0.0,0.0,0,249,335,0.0,0.0,False,51,,,0.0,0.0,581,234,1.7,69,234,0,0.00,155,Joelinton,,232,0,0,41,577,577,0,a,0.00,0.00,0,577,232,232,0.0
417,Emil Krafth,45,DEF,Newcastle,95,154,,0,28,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,183,0.0,0.00,2023-08-06T23:30:05.921189Z,0.0,0.0,0.0,0,0,28,0.0,0.0,False,207,0.0,Knee injury - Expected back 30 Sep,0.0,0.0,183,104,0.0,350,104,0,0.00,594,Krafth,0.0,95,0,0,66,154,154,0,i,0.00,0.00,0,154,95,95,0.0
418,Garang Kuol,45,MID,Newcastle,75,338,,0,21,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,361,0.0,0.00,2023-08-09T08:37:02.624952Z,0.0,0.0,0.0,0,0,21,0.0,0.0,False,258,0.0,On loan to FC Volendam,0.0,0.0,361,88,0.0,534,88,0,0.00,621,Kuol,0.0,75,0,0,272,338,338,0,u,0.00,0.00,0,338,75,75,0.0
419,Jamaal Lascelles,40,DEF,Newcastle,5,18,,0,66,0,0.0,0.0,,102,0,0.0,0.0,0.5,,0,0,0,49,0.0,0.00,,1.5,0.0,0.0,0,102,66,0.0,0.0,False,83,,,0.0,0.0,49,16,0.5,554,16,0,0.00,234,Lascelles,,5,0,0,156,18,18,0,a,0.00,0.00,0,18,5,5,0.0
420,Jamal Lewis,40,DEF,Newcastle,19,45,,0,24,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,76,0.0,0.00,2023-07-28T08:26:22.444029Z,0.0,0.0,0.0,0,0,24,0.0,0.0,False,209,0.0,Joined Watford on a season long loan,0.0,0.0,76,30,0.0,581,30,0,0.00,601,J.Lewis,0.0,19,0,0,170,45,45,0,u,0.00,0.00,0,45,19,19,0.0
421,Sean Longstaff,50,MID,Newcastle,128,412,,0,45,0,0.0,0.0,,21,0,0.0,0.0,0.3,,0,0,0,427,0.0,0.00,,2.1,0.0,0.0,0,21,45,0.0,0.0,False,88,,,0.0,0.0,427,136,1.1,220,136,0,0.00,301,Longstaff,,128,0,0,144,412,412,0,a,0.00,0.00,0,412,128,128,0.0
422,Javier Manquillo Gaitán,40,DEF,Newcastle,11,26,,0,78,0,0.0,0.0,,2,0,0.0,0.0,0.1,,0,0,0,57,0.0,0.00,2023-08-07T17:00:06.146184Z,0.0,0.0,0.0,0,2,78,0.0,0.0,False,184,0.0,Groin Injury - Unknown return date,0.0,0.0,57,22,0.0,562,22,0,0.00,487,Manquillo,0.0,11,0,0,162,26,26,0,i,0.00,0.00,0,26,11,11,0.0
423,Jacob Murphy,50,MID,Newcastle,106,381,,0,57,0,0.0,0.0,,40,0,0.0,0.0,0.2,,0,0,0,401,0.0,0.00,,2.1,0.0,0.0,0,40,57,0.0,0.0,False,98,,,0.0,0.0,401,117,1.1,189,117,0,0.00,325,J.Murphy,,106,0,0,122,381,381,0,a,0.00,0.00,0,381,106,106,0.0
424,Nick Pope,55,GKP,Newcastle,71,504,,0,1369,0,0.0,0.0,,842,0,0.0,0.0,11.6,,0,0,0,512,0.0,0.00,,4.5,0.0,0.0,0,842,1369,0.0,0.0,False,7,,,0.0,0.0,512,72,3.5,88,72,0,0.00,36,Pope,,71,0,0,1,504,504,0,a,0.00,0.00,0,504,71,71,0.0
425,Matt Ritchie,45,MID,Newcastle,2,123,,0,54,0,0.0,0.0,,77,0,0.0,0.0,0.2,,0,0,0,152,0.0,0.00,,1.5,0.0,0.0,0,77,54,0.0,0.0,False,105,,,0.0,0.0,152,16,0.5,319,16,0,0.00,344,Ritchie,,2,0,0,199,123,123,0,a,0.00,0.00,0,123,2,2,0.0
426,Allan Saint-Maximin,60,MID,Newcastle,230,574,,0,481,0,0.0,0.0,,0,0,0.0,0.0,0.1,,0,0,0,578,0.0,0.00,2023-08-01T09:50:12.023756Z,0.0,0.0,0.0,0,0,481,0.0,0.0,False,152,0.0,Permanent move to Al Ahli,0.0,0.0,578,232,0.0,66,232,0,0.00,442,Saint-Maximin,0.0,230,0,0,39,574,574,0,u,0.00,0.00,0,574,230,230,0.0
427,Fabian Schär,50,DEF,Newcastle,189,384,4.0,0,361,0,0.0,0.0,,406,0,0.0,0.0,2.3,2.0,0,0,0,404,0.0,0.00,2023-08-06T23:30:05.975989Z,2.8,0.0,0.0,0,406,361,0.0,0.0,False,36,100.0,,0.0,0.0,404,193,1.8,192,193,0,0.00,116,Schär,100.0,189,0,0,20,384,384,0,a,0.00,0.00,0,384,189,189,0.0
428,Matt Targett,45,DEF,Newcastle,109,178,,0,27,0,0.0,0.0,2.0,24,0,0.0,0.0,0.2,,0,0,0,207,0.0,0.00,,2.5,0.0,0.0,0,24,27,0.0,0.0,False,130,,,0.0,0.0,207,118,1.5,374,118,0,0.00,343,Targett,,109,0,0,80,178,178,0,a,0.00,0.00,0,178,109,109,0.0
429,Sandro Tonali,55,MID,Newcastle,219,551,,0,632,0,0.0,0.0,,381,0,0.0,0.0,1.6,,0,0,0,556,0.0,0.00,,2.6,0.0,0.0,0,381,632,0.0,0.0,False,45,,,0.0,0.0,556,221,1.6,135,221,0,0.00,134,Tonali,,219,0,0,87,551,551,0,a,0.00,0.00,0,551,219,219,0.0
430,Kieran Trippier,65,DEF,Newcastle,213,591,,0,2053,0,0.0,0.0,1.0,3003,0,0.0,0.0,33.7,1.0,0,0,0,595,0.0,0.00,,3.6,0.0,0.0,0,3003,2053,0.0,0.0,False,3,,,0.0,0.0,595,213,2.6,42,213,0,0.00,7,Trippier,,213,0,0,2,591,591,0,a,0.00,0.00,0,591,213,213,0.0
431,Kell Watts,40,DEF,Newcastle,33,68,,0,227,0,0.0,0.0,,0,0,0.0,0.0,0.2,,0,0,0,99,0.0,0.00,2023-07-28T08:27:42.691706Z,0.0,0.0,0.0,0,0,227,0.0,0.0,False,143,0.0,Season long loan to Wigan Athletic,0.0,0.0,99,44,0.0,604,44,0,0.00,371,Watts,0.0,33,0,0,184,68,68,0,u,0.00,0.00,0,68,33,33,0.0
432,Joe Willock,55,MID,Newcastle,202,531,,0,519,0,0.0,0.0,,4,0,0.0,0.0,0.3,,0,0,0,537,0.0,0.00,2023-08-06T23:30:05.992699Z,0.0,0.0,0.0,0,4,519,0.0,0.0,False,84,0.0,Hamstring injury - Expected back 17 Sep,0.0,0.0,537,205,0.0,115,205,0,0.00,277,Willock,0.0,202,0,0,70,531,531,0,i,0.00,0.00,0,531,202,202,0.0
433,Callum Wilson,80,FWD,Newcastle,77,629,1.0,0,2007,0,0.0,0.0,,2122,0,0.0,0.0,9.6,,0,0,0,630,0.0,0.00,,3.1,0.0,0.0,0,2122,2007,0.0,0.0,False,8,,,0.0,0.0,630,78,2.1,10,78,0,0.00,39,Wilson,,77,0,0,3,629,629,0,a,0.00,0.00,0,629,77,77,0.0
580,Loris Karius,40,GKP,Newcastle,15,22,,0,23,0,0.0,0.0,,71,0,0.0,0.0,0.3,,0,0,0,53,0.0,0.00,,1.5,0.0,0.0,0,71,23,0.0,0.0,False,45,,,0.0,0.0,53,17,0.5,558,17,0,0.00,287,Karius,,15,0,0,44,22,22,0,a,0.00,0.00,0,22,15,15,0.0
581,Paul Dummett,40,DEF,Newcastle,8,23,,0,27,0,0.0,0.0,,23,0,0.0,0.0,0.2,,0,0,0,54,0.0,0.00,,1.5,0.0,0.0,0,23,27,0.0,0.0,False,142,,,0.0,0.0,54,19,0.5,559,19,0,0.00,367,Dummett,,8,0,0,159,23,23,0,a,0.00,0.00,0,23,8,8,0.0
603,Harvey Barnes,65,MID,Newcastle,245,598,,0,372,0,0.0,0.0,,304,0,0.0,0.0,2.6,,0,0,0,601,0.0,0.00,,2.8,0.0,0.0,0,304,372,0.0,0.0,False,42,,,0.0,0.0,601,246,1.8,49,246,0,0.00,111,Barnes,,245,0,0,29,598,598,0,a,0.00,0.00,0,598,245,245,0.0
633,Tino Livramento,45,DEF,Newcastle,167,279,,0,40,0,0.0,0.0,,75,0,0.0,0.0,0.3,,0,0,0,304,0.0,0.00,,2.5,0.0,0.0,0,75,40,0.0,0.0,False,112,,,0.0,0.0,304,174,1.5,475,174,0,0.00,302,Livramento,,167,0,0,138,279,279,0,a,0.00,0.00,0,279,167,167,0.0
634,Alex Murphy,40,DEF,Newcastle,62,106,,0,81,0,0.0,0.0,,313,0,0.0,0.0,0.3,,0,0,0,135,0.0,0.00,,1.5,0.0,0.0,0,313,81,0.0,0.0,False,106,,,0.0,0.0,135,71,0.5,642,71,0,0.00,285,A.Murphy,,62,0,0,213,106,106,0,a,0.00,0.00,0,106,62,62,0.0
635,Lewis Miley,45,MID,Newcastle,73,336,,0,7,0,0.0,0.0,,14,0,0.0,0.0,0.0,,0,0,0,359,0.0,0.00,,1.5,0.0,0.0,0,14,7,0.0,0.0,False,236,,,0.0,0.0,359,86,0.5,532,86,0,0.00,589,Miley,,73,0,0,270,336,336,0,a,0.00,0.00,0,336,73,73,0.0
28,Matt Turner,40,GKP,Nott'm Forest,34,62,,0,192,0,0.0,0.0,,1942,0,0.0,0.0,14.3,,0,0,0,93,0.0,0.00,,0.5,0.0,0.0,0,1942,192,0.0,0.0,False,6,,,0.0,0.0,93,36,1.5,598,36,0,0.00,31,Turner,,34,0,0,63,62,62,0,a,0.00,0.00,0,62,34,34,0.0
378,Anthony Elanga,50,MID,Nott'm Forest,167,476,,0,127,0,0.0,0.0,,162,0,0.0,0.0,0.5,,0,0,0,487,0.0,0.00,,1.1,0.0,0.0,0,162,127,0.0,0.0,False,69,,,0.0,0.0,487,173,2.1,284,173,0,0.00,217,Elanga,,167,0,0,183,476,476,0,a,0.00,0.00,0,476,167,167,0.0
434,Brandon Aguilera Zamora,45,MID,Nott'm Forest,43,290,,0,31,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,314,0.0,0.00,2023-08-10T13:50:23.263385Z,0.0,0.0,0.0,0,0,31,0.0,0.0,False,241,0.0,Season long loan to Estoril,0.0,0.0,314,56,0.0,486,56,0,0.00,598,B.Aguilera,0.0,43,0,0,240,290,290,0,u,0.00,0.00,0,290,43,43,0.0
435,Harry Arter,45,MID,Nott'm Forest,1,115,,0,22,0,0.0,0.0,,28,0,0.0,0.0,0.1,,0,0,0,144,0.0,0.00,,0.5,0.0,0.0,0,28,22,0.0,0.0,False,155,,,0.0,0.0,144,15,1.5,311,15,0,0.00,446,Arter,,1,0,0,198,115,115,0,a,0.00,0.00,0,115,1,1,0.0
436,Serge Aurier,45,DEF,Nott'm Forest,78,131,,0,61,0,0.0,0.0,,88,0,0.0,0.0,0.4,,0,0,0,160,0.0,0.00,,1.5,0.0,0.0,0,88,61,0.0,0.0,False,84,,,0.0,0.0,160,87,2.5,327,87,0,0.00,237,Aurier,,78,0,0,49,131,131,0,a,0.00,0.00,0,131,78,78,0.0
437,Taiwo Awoniyi,65,FWD,Nott'm Forest,67,599,,0,491,0,0.0,0.0,,39,0,0.0,0.0,0.4,,0,0,0,602,0.0,0.00,2023-08-06T23:30:06.012849Z,0.4,0.0,0.0,0,39,491,0.0,0.0,False,45,25.0,Ankle injury - 25% chance of playing,0.0,0.0,602,69,0.7,50,69,0,0.00,247,Awoniyi,25.0,67,0,0,18,599,599,0,d,0.00,0.00,0,599,67,67,0.0
438,Giulian Biancone,40,DEF,Nott'm Forest,42,80,,0,23,0,0.0,0.0,,13,0,0.0,0.0,0.1,,0,0,0,110,0.0,0.00,,0.5,0.0,0.0,0,13,23,0.0,0.0,False,156,,,0.0,0.0,110,52,1.5,616,52,0,0.00,408,Biancone,,42,0,0,193,80,80,0,a,0.00,0.00,0,80,42,42,0.0
439,Willy Boly,45,DEF,Nott'm Forest,83,139,,0,27,0,0.0,0.0,,18,0,0.0,0.0,0.1,,0,0,0,168,0.0,0.00,,1.5,0.0,0.0,0,18,27,0.0,0.0,False,163,,,0.0,0.0,168,92,2.5,335,92,0,0.00,432,Boly,,83,0,0,54,139,139,0,a,0.00,0.00,0,139,83,83,0.0
